subject_version_code,main_competence_name,specific_competence_name,learning_activity_name,sla_name,sla_periods,sla_method,sla_leading,sla_assessment_criteria,sla_teaching_aids,sla_references,sla_notes_intro,sla_notes_details,sla_notes_illustrations,sla_notes_daily_life,sla_exercise,sla_diagram_type
2023-JSS014-Kidato IV,Comprehend oral and written information,Construct meaning from a variety of texts,"Explore strategies for deriving meanings of words from given texts (e.g., contextual guessing)",Reading comprehension: Explore strategies for deriving meanings of words from given texts,2,Discussion,Kuwaongoza Wanafunzi,Students are able to explore strategies for deriving meanings of words from given texts accurately and confidently.,Reader/class text|Newspaper articles|Story cards,"TET(2023), ENGLISH LANGUAGE SYLLABUS FOR ORDINARY SECONDARY EDUCATION, TET, DAR ES SALAAM",This lesson develops students' ability to explore strategies for deriving meanings of words from given texts by engaging closely with written texts.,"Students read a passage silently or aloud, identify key information such as main ideas, sequence of events, facts versus opinions, or the writer's intended meaning, and then respond to comprehension questions orally or in writing. Strategies such as skimming for the main idea, scanning for details, and using context clues to infer meaning are practised.","For example, after reading a short story, students list the events in the order they happened using sequence words such as 'first', 'then', 'after that' and 'finally', before writing a short summary.","These reading skills help learners understand newspapers, notices, textbooks and other texts they meet outside the classroom.","Name two sequence words used to show the order of events in a story.::Any two of: first, then, after that, finally, next.||What is the difference between a fact and an opinion?::A fact can be proven true, while an opinion is a personal belief or judgement.||Explain one strategy for finding the meaning of an unfamiliar word in a text.::Using context clues, such as the surrounding words, to guess the meaning.",
2023-JSS014-Kidato IV,Comprehend oral and written information,Construct meaning from a variety of texts,Synthesise ideas and draw conclusions from multiple and diverse texts,Reading comprehension: Synthesise ideas and draw conclusions from multiple and diverse tex,2,Pair work,Kuwaongoza Wanafunzi,Students are able to synthesise ideas and draw conclusions from multiple and diverse texts accurately and confidently.,Newspaper articles|Story cards|Worksheet,"TET(2023), ENGLISH LANGUAGE SYLLABUS FOR ORDINARY SECONDARY EDUCATION, TET, DAR ES SALAAM",This lesson develops students' ability to synthesise ideas and draw conclusions from multiple and diverse texts by engaging closely with written texts.,"Students read a passage silently or aloud, identify key information such as main ideas, sequence of events, facts versus opinions, or the writer's intended meaning, and then respond to comprehension questions orally or in writing. Strategies such as skimming for the main idea, scanning for details, and using context clues to infer meaning are practised.","For example, after reading a short story, students list the events in the order they happened using sequence words such as 'first', 'then', 'after that' and 'finally', before writing a short summary.","These reading skills help learners understand newspapers, notices, textbooks and other texts they meet outside the classroom.","Name two sequence words used to show the order of events in a story.::Any two of: first, then, after that, finally, next.||What is the difference between a fact and an opinion?::A fact can be proven true, while an opinion is a personal belief or judgement.||Explain one strategy for finding the meaning of an unfamiliar word in a text.::Using context clues, such as the surrounding words, to guess the meaning.",
2023-JSS014-Kidato IV,Comprehend oral and written information,Construct meaning from a variety of texts,Write a single text from information and opinions derived from a variety of texts,Reading comprehension: Write a single text from information and opinions derived from a va,2,Guided reading,Kuwaongoza Wanafunzi,Students are able to write a single text from information and opinions derived from a variety of texts accurately and confidently.,Story cards|Worksheet|Reader/class text,"TET(2023), ENGLISH LANGUAGE SYLLABUS FOR ORDINARY SECONDARY EDUCATION, TET, DAR ES SALAAM",This lesson develops students' ability to write a single text from information and opinions derived from a variety of texts by engaging closely with written texts.,"Students read a passage silently or aloud, identify key information such as main ideas, sequence of events, facts versus opinions, or the writer's intended meaning, and then respond to comprehension questions orally or in writing. Strategies such as skimming for the main idea, scanning for details, and using context clues to infer meaning are practised.","For example, after reading a short story, students list the events in the order they happened using sequence words such as 'first', 'then', 'after that' and 'finally', before writing a short summary.","These reading skills help learners understand newspapers, notices, textbooks and other texts they meet outside the classroom.","Name two sequence words used to show the order of events in a story.::Any two of: first, then, after that, finally, next.||What is the difference between a fact and an opinion?::A fact can be proven true, while an opinion is a personal belief or judgement.||Explain one strategy for finding the meaning of an unfamiliar word in a text.::Using context clues, such as the surrounding words, to guess the meaning.",
2023-JSS014-Kidato IV,Comprehend oral and written information,Construct meaning from a variety of texts,Make inferences about a variety of texts,Reading comprehension: Make inferences about a variety of texts,2,Question and answer,Kuwaongoza Wanafunzi,Students are able to make inferences about a variety of texts accurately and confidently.,Worksheet|Reader/class text|Newspaper articles,"TET(2023), ENGLISH LANGUAGE SYLLABUS FOR ORDINARY SECONDARY EDUCATION, TET, DAR ES SALAAM",This lesson develops students' ability to make inferences about a variety of texts by engaging closely with written texts.,"Students read a passage silently or aloud, identify key information such as main ideas, sequence of events, facts versus opinions, or the writer's intended meaning, and then respond to comprehension questions orally or in writing. Strategies such as skimming for the main idea, scanning for details, and using context clues to infer meaning are practised.","For example, after reading a short story, students list the events in the order they happened using sequence words such as 'first', 'then', 'after that' and 'finally', before writing a short summary.","These reading skills help learners understand newspapers, notices, textbooks and other texts they meet outside the classroom.","Name two sequence words used to show the order of events in a story.::Any two of: first, then, after that, finally, next.||What is the difference between a fact and an opinion?::A fact can be proven true, while an opinion is a personal belief or judgement.||Explain one strategy for finding the meaning of an unfamiliar word in a text.::Using context clues, such as the surrounding words, to guess the meaning.",
2023-JSS014-Kidato IV,Comprehend oral and written information,Construct meaning from a variety of texts,Relate the core messages from multiple and diverse texts to real life experiences,Reading comprehension: Relate the core messages from multiple and diverse texts to real li,1,Close reading,Kuwaongoza Wanafunzi,Students are able to relate the core messages from multiple and diverse texts to real life experiences accurately and confidently.,Reader/class text|Newspaper articles|Story cards,"TET(2023), ENGLISH LANGUAGE SYLLABUS FOR ORDINARY SECONDARY EDUCATION, TET, DAR ES SALAAM",This lesson develops students' ability to relate the core messages from multiple and diverse texts to real life experiences by engaging closely with written texts.,"Students read a passage silently or aloud, identify key information such as main ideas, sequence of events, facts versus opinions, or the writer's intended meaning, and then respond to comprehension questions orally or in writing. Strategies such as skimming for the main idea, scanning for details, and using context clues to infer meaning are practised.","For example, after reading a short story, students list the events in the order they happened using sequence words such as 'first', 'then', 'after that' and 'finally', before writing a short summary.","These reading skills help learners understand newspapers, notices, textbooks and other texts they meet outside the classroom.","Name two sequence words used to show the order of events in a story.::Any two of: first, then, after that, finally, next.||What is the difference between a fact and an opinion?::A fact can be proven true, while an opinion is a personal belief or judgement.||Explain one strategy for finding the meaning of an unfamiliar word in a text.::Using context clues, such as the surrounding words, to guess the meaning.",
2023-JSS014-Kidato IV,Communicate effectively in different contexts,Use appropriate grammar and vocabulary for oral communication in a variety of contexts,"Express feelings and emotions depicted/portrayed in various social contexts using appropriate phrases (e.g., I am saddened…, I am upset…, my condolences… I feel happy… hurray…)",Using grammar: Express feelings and emotions depicted/portrayed in various social contexts,4,Pair work,Kuwaongoza Wanafunzi,Students are able to express feelings and emotions depicted/portrayed in various social contexts using appropriate phrases accurately and confidently.,Maps|Worksheet|Pictures/charts,"TET(2023), ENGLISH LANGUAGE SYLLABUS FOR ORDINARY SECONDARY EDUCATION, TET, DAR ES SALAAM","This lesson enables students to express feelings and emotions depicted/portrayed in various social contexts using appropriate phrases, applying grammatical structures accurately in a specific context.","Students study the target structure through examples relevant to the context, then practise producing their own oral and written sentences describing real situations. The teacher guides students to notice how the structure changes meaning (for example between ongoing and habitual actions) and corrects common errors.","For example, to express daily routines a student says 'I wake up at six o'clock and go to school', while to express an ongoing action the same student says 'I am going to school now', showing the contrast between simple and progressive forms.","Learners use these structures every day to describe their routines, locations, feelings and needs when talking with family, friends and in the community.","Complete the sentence using the correct tense: 'Every morning, she ___ (walk) to school.'::walks||Rewrite the sentence to show an action happening now: 'He plays football.'::He is playing football.||Give one example sentence describing your own daily routine.::Any grammatically correct sentence describing a routine, e.g. 'I brush my teeth every morning.'",
2023-JSS014-Kidato IV,Communicate effectively in different contexts,Use appropriate grammar and vocabulary for oral communication in a variety of contexts,"Deliver different kinds of planned and unplanned speeches (e.g., informative, persuasive speech) on different topics",Essay and speech writing: Deliver different kinds of planned and unplanned speeches on dif,4,Presentation,Kuwaongoza Wanafunzi,Students are able to deliver different kinds of planned and unplanned speeches on different topics accurately and confidently.,Recorder|Sample speeches/essays|Cue cards,"TET(2023), ENGLISH LANGUAGE SYLLABUS FOR ORDINARY SECONDARY EDUCATION, TET, DAR ES SALAAM","This lesson guides students to deliver different kinds of planned and unplanned speeches on different topics, developing skills to produce well-structured extended texts for a public audience.","Students study the structure and purpose of the target text type (essay or speech), identify its key features such as introduction, body and conclusion, and practise composing their own examples using correct grammar, logical organisation and appropriate vocabulary for the topic.","For example, when preparing a persuasive speech about drug abuse prevention, a student opens with a strong statement, presents supporting arguments in the body, and closes with a call to action.","These skills help learners express informed opinions on real social issues such as health, corruption and gender education, both in school and in the wider community.","Name the three main parts of a well-organised essay or speech.::Introduction, body, and conclusion.||Why should a speech end with a strong conclusion or call to action?::It reinforces the main message and leaves a lasting impression on the audience.||Give one cross-cutting topic suitable for a persuasive speech.::Any correct example, e.g. corruption, gender education, or drug abuse.",
2023-JSS014-Kidato IV,Communicate effectively in different contexts,Use appropriate grammar and vocabulary for oral communication in a variety of contexts,"Negotiate solutions to various problems using appropriate formalaic language (e.g., Would you mind…, don't you think…, is it possible…, if I were you…)",Using grammar: Negotiate solutions to various problems using appropriate formalaic languag,3,Description,Kuwaongoza Wanafunzi,Students are able to negotiate solutions to various problems using appropriate formalaic language accurately and confidently.,Worksheet|Pictures/charts|Realia,"TET(2023), ENGLISH LANGUAGE SYLLABUS FOR ORDINARY SECONDARY EDUCATION, TET, DAR ES SALAAM","This lesson enables students to negotiate solutions to various problems using appropriate formalaic language, applying grammatical structures accurately in a specific context.","Students study the target structure through examples relevant to the context, then practise producing their own oral and written sentences describing real situations. The teacher guides students to notice how the structure changes meaning (for example between ongoing and habitual actions) and corrects common errors.","For example, to express daily routines a student says 'I wake up at six o'clock and go to school', while to express an ongoing action the same student says 'I am going to school now', showing the contrast between simple and progressive forms.","Learners use these structures every day to describe their routines, locations, feelings and needs when talking with family, friends and in the community.","Complete the sentence using the correct tense: 'Every morning, she ___ (walk) to school.'::walks||Rewrite the sentence to show an action happening now: 'He plays football.'::He is playing football.||Give one example sentence describing your own daily routine.::Any grammatically correct sentence describing a routine, e.g. 'I brush my teeth every morning.'",
2023-JSS014-Kidato IV,Communicate effectively in different contexts,Create a variety of texts for different communicative purposes using the appropriate tone and register,"Write application letters for various purposes (e.g., job application, school admission)",Writing task: Write application letters for various purposes,5,Modelling,Kuwaongoza Wanafunzi,Students are able to write application letters for various purposes accurately and confidently.,Writing frames|Envelopes|Worksheet,"TET(2023), ENGLISH LANGUAGE SYLLABUS FOR ORDINARY SECONDARY EDUCATION, TET, DAR ES SALAAM","This lesson guides students to write application letters for various purposes, developing their ability to write for a specific purpose and audience.","Students study a model text to identify its structure, tone and typical vocabulary, then plan and write their own text following the same conventions. Emphasis is placed on the appropriate greeting or opening, logical organisation of ideas, and a suitable closing, matched to the purpose of the text.","For example, when writing a friendly letter, a student begins with 'Dear Aunt Mary,', writes the body in a warm, personal tone, and closes with 'Your loving nephew,' followed by their name.","These writing skills are used whenever learners need to communicate in writing outside the classroom, such as writing to relatives, applying for opportunities, or sharing news.","Name one part that every letter should include.::Any correct part, e.g. a greeting/salutation, the body, or a closing.||Give an appropriate opening greeting for a letter to a family member.::Any correct example, e.g. 'Dear Mother,' or 'Dear Uncle,'.||Why is it important to plan a piece of writing before starting?::Planning helps organise ideas logically so the final text is clear and well structured.",
2023-JSS014-Kidato IV,Communicate effectively in different contexts,Create a variety of texts for different communicative purposes using the appropriate tone and register,"Write speeches on a variety of topics, including cross-cutting issues","Essay and speech writing: Write speeches on a variety of topics, including cross-cutting i",5,Peer feedback,Kuwaongoza Wanafunzi,"Students are able to write speeches on a variety of topics, including cross-cutting issues accurately and confidently.",Sample speeches/essays|Cue cards|Recorder,"TET(2023), ENGLISH LANGUAGE SYLLABUS FOR ORDINARY SECONDARY EDUCATION, TET, DAR ES SALAAM","This lesson guides students to write speeches on a variety of topics, including cross-cutting issues, developing skills to produce well-structured extended texts for a public audience.","Students study the structure and purpose of the target text type (essay or speech), identify its key features such as introduction, body and conclusion, and practise composing their own examples using correct grammar, logical organisation and appropriate vocabulary for the topic.","For example, when preparing a persuasive speech about drug abuse prevention, a student opens with a strong statement, presents supporting arguments in the body, and closes with a call to action.","These skills help learners express informed opinions on real social issues such as health, corruption and gender education, both in school and in the wider community.","Name the three main parts of a well-organised essay or speech.::Introduction, body, and conclusion.||Why should a speech end with a strong conclusion or call to action?::It reinforces the main message and leaves a lasting impression on the audience.||Give one cross-cutting topic suitable for a persuasive speech.::Any correct example, e.g. corruption, gender education, or drug abuse.",
2023-JSS014-Kidato IV,Communicate effectively in different contexts,Create a variety of texts for different communicative purposes using the appropriate tone and register,Write Curriculum Vitae (CV) for different purposes,Writing task: Write Curriculum Vitae for different purposes,4,Collaborative writing,Kuwaongoza Wanafunzi,Students are able to write Curriculum Vitae for different purposes accurately and confidently.,Envelopes|Worksheet|Sample letters/emails,"TET(2023), ENGLISH LANGUAGE SYLLABUS FOR ORDINARY SECONDARY EDUCATION, TET, DAR ES SALAAM","This lesson guides students to write Curriculum Vitae for different purposes, developing their ability to write for a specific purpose and audience.","Students study a model text to identify its structure, tone and typical vocabulary, then plan and write their own text following the same conventions. Emphasis is placed on the appropriate greeting or opening, logical organisation of ideas, and a suitable closing, matched to the purpose of the text.","For example, when writing a friendly letter, a student begins with 'Dear Aunt Mary,', writes the body in a warm, personal tone, and closes with 'Your loving nephew,' followed by their name.","These writing skills are used whenever learners need to communicate in writing outside the classroom, such as writing to relatives, applying for opportunities, or sharing news.","Name one part that every letter should include.::Any correct part, e.g. a greeting/salutation, the body, or a closing.||Give an appropriate opening greeting for a letter to a family member.::Any correct example, e.g. 'Dear Mother,' or 'Dear Uncle,'.||Why is it important to plan a piece of writing before starting?::Planning helps organise ideas logically so the final text is clear and well structured.",
2023-JSS014-Kidato IV,Communicate effectively in different contexts,Conduct a socio-cultural analysis of functional texts,"Analyse different functional texts in terms of purpose, content, organisation, format and design","Functional texts: Analyse different functional texts in terms of purpose, content, organis",4,Jigsaw,Kuwaongoza Wanafunzi,"Students are able to analyse different functional texts in terms of purpose, content, organisation, format and design accurately and confidently.","Sample functional texts (recipes, manuals, forms)|Worksheet|Realia","TET(2023), ENGLISH LANGUAGE SYLLABUS FOR ORDINARY SECONDARY EDUCATION, TET, DAR ES SALAAM","This lesson helps students to analyse different functional texts in terms of purpose, content, organisation, format and design, developing awareness of how everyday functional texts are structured and used.","Students examine functional texts such as recipes, product manuals, transport schedules, forms, brochures and menus, identifying their purpose, organisation, format and typical language. They then evaluate how useful and effective each text is for its intended audience, and practise composing similar texts.","For example, students examine a bus transport schedule, noting how times and destinations are organised in a table for quick reference, then design their own simple schedule for a school event.","Understanding functional texts helps learners use real documents confidently, such as reading a medicine label, following a recipe, or filling in a form.","Name two examples of functional texts.::Any two of: recipes, product manuals, transport schedules, forms, brochures, menus.||Why is format important in a functional text such as a schedule?::A clear format, such as a table, allows readers to find information quickly and accurately.||What should be considered when composing a functional text?::Its purpose, its intended audience, and using a format that presents information clearly.",
2023-JSS014-Kidato IV,Communicate effectively in different contexts,Conduct a socio-cultural analysis of functional texts,"Read a variety of functional texts (e.g., recipes, product manuals, transport schedules, forms, brochures, and menus)",Functional texts: Read a variety of functional texts,4,Pair work,Kuwaongoza Wanafunzi,Students are able to read a variety of functional texts accurately and confidently.,"Worksheet|Realia|Sample functional texts (recipes, manuals, forms)","TET(2023), ENGLISH LANGUAGE SYLLABUS FOR ORDINARY SECONDARY EDUCATION, TET, DAR ES SALAAM","This lesson helps students to read a variety of functional texts, developing awareness of how everyday functional texts are structured and used.","Students examine functional texts such as recipes, product manuals, transport schedules, forms, brochures and menus, identifying their purpose, organisation, format and typical language. They then evaluate how useful and effective each text is for its intended audience, and practise composing similar texts.","For example, students examine a bus transport schedule, noting how times and destinations are organised in a table for quick reference, then design their own simple schedule for a school event.","Understanding functional texts helps learners use real documents confidently, such as reading a medicine label, following a recipe, or filling in a form.","Name two examples of functional texts.::Any two of: recipes, product manuals, transport schedules, forms, brochures, menus.||Why is format important in a functional text such as a schedule?::A clear format, such as a table, allows readers to find information quickly and accurately.||What should be considered when composing a functional text?::Its purpose, its intended audience, and using a format that presents information clearly.",
2023-JSS014-Kidato IV,Communicate effectively in different contexts,Conduct a socio-cultural analysis of functional texts,Comment on the usefulness of different functional texts,Functional texts: Comment on the usefulness of different functional texts,3,Group work,Kuwaongoza Wanafunzi,Students are able to comment on the usefulness of different functional texts accurately and confidently.,"Realia|Sample functional texts (recipes, manuals, forms)|Worksheet","TET(2023), ENGLISH LANGUAGE SYLLABUS FOR ORDINARY SECONDARY EDUCATION, TET, DAR ES SALAAM","This lesson helps students to comment on the usefulness of different functional texts, developing awareness of how everyday functional texts are structured and used.","Students examine functional texts such as recipes, product manuals, transport schedules, forms, brochures and menus, identifying their purpose, organisation, format and typical language. They then evaluate how useful and effective each text is for its intended audience, and practise composing similar texts.","For example, students examine a bus transport schedule, noting how times and destinations are organised in a table for quick reference, then design their own simple schedule for a school event.","Understanding functional texts helps learners use real documents confidently, such as reading a medicine label, following a recipe, or filling in a form.","Name two examples of functional texts.::Any two of: recipes, product manuals, transport schedules, forms, brochures, menus.||Why is format important in a functional text such as a schedule?::A clear format, such as a table, allows readers to find information quickly and accurately.||What should be considered when composing a functional text?::Its purpose, its intended audience, and using a format that presents information clearly.",
2023-JSS014-Kidato IV,Communicate effectively in different contexts,Conduct a socio-cultural analysis of functional texts,Compose functional texts to serve various purposes,Functional texts: Compose functional texts to serve various purposes,3,Discussion,Kuwaongoza Wanafunzi,Students are able to compose functional texts to serve various purposes accurately and confidently.,"Sample functional texts (recipes, manuals, forms)|Worksheet|Realia","TET(2023), ENGLISH LANGUAGE SYLLABUS FOR ORDINARY SECONDARY EDUCATION, TET, DAR ES SALAAM","This lesson helps students to compose functional texts to serve various purposes, developing awareness of how everyday functional texts are structured and used.","Students examine functional texts such as recipes, product manuals, transport schedules, forms, brochures and menus, identifying their purpose, organisation, format and typical language. They then evaluate how useful and effective each text is for its intended audience, and practise composing similar texts.","For example, students examine a bus transport schedule, noting how times and destinations are organised in a table for quick reference, then design their own simple schedule for a school event.","Understanding functional texts helps learners use real documents confidently, such as reading a medicine label, following a recipe, or filling in a form.","Name two examples of functional texts.::Any two of: recipes, product manuals, transport schedules, forms, brochures, menus.||Why is format important in a functional text such as a schedule?::A clear format, such as a table, allows readers to find information quickly and accurately.||What should be considered when composing a functional text?::Its purpose, its intended audience, and using a format that presents information clearly.",
2023-JSS014-Kidato IV,Provide basic English language services to the community,Apply principles of editing and proofreading in a variety of texts,"Edit and proofread texts in a school context (e.g., school rules and regulations, essays/compositions)",Editing and proofreading: Edit and proofread texts in a school context,6,Modelling,Kuwaongoza Wanafunzi,Students are able to edit and proofread texts in a school context accurately and confidently.,Sample texts with errors|Editing checklist|Dictionary,"TET(2023), ENGLISH LANGUAGE SYLLABUS FOR ORDINARY SECONDARY EDUCATION, TET, DAR ES SALAAM",This lesson introduces students to editing and proofreading skills needed to edit and proofread texts in a school context.,"Students learn to check a text for errors in spelling, grammar, punctuation and logical flow, and to improve clarity and word choice. They practise using proofreading marks and a checklist to systematically review a text before it is considered final.","For example, students proofread the sentence 'the boy go to school yesterday and forget his book' and correct it to 'The boy went to school yesterday and forgot his book,' fixing capitalisation, tense and spelling.","Editing and proofreading skills help learners produce error-free letters, reports and school assignments that communicate clearly to the reader.","Name two things a proofreader checks for in a text.::Any two of: spelling, grammar, punctuation, logical flow.||Correct the error in this sentence: 'She dont like tea.'::She doesn't like tea.||Why is proofreading important before submitting a piece of writing?::It removes errors and improves clarity, making the text easier for the reader to understand.",
2023-JSS014-Kidato IV,Provide basic English language services to the community,Apply principles of editing and proofreading in a variety of texts,"Edit and proofread short texts in contexts outside the school (e.g. posters, flyers, user manuals)",Editing and proofreading: Edit and proofread short texts in contexts outside the school,6,Shared practice,Kuwaongoza Wanafunzi,Students are able to edit and proofread short texts in contexts outside the school accurately and confidently.,Editing checklist|Dictionary|Worksheet,"TET(2023), ENGLISH LANGUAGE SYLLABUS FOR ORDINARY SECONDARY EDUCATION, TET, DAR ES SALAAM",This lesson introduces students to editing and proofreading skills needed to edit and proofread short texts in contexts outside the school.,"Students learn to check a text for errors in spelling, grammar, punctuation and logical flow, and to improve clarity and word choice. They practise using proofreading marks and a checklist to systematically review a text before it is considered final.","For example, students proofread the sentence 'the boy go to school yesterday and forget his book' and correct it to 'The boy went to school yesterday and forgot his book,' fixing capitalisation, tense and spelling.","Editing and proofreading skills help learners produce error-free letters, reports and school assignments that communicate clearly to the reader.","Name two things a proofreader checks for in a text.::Any two of: spelling, grammar, punctuation, logical flow.||Correct the error in this sentence: 'She dont like tea.'::She doesn't like tea.||Why is proofreading important before submitting a piece of writing?::It removes errors and improves clarity, making the text easier for the reader to understand.",
2023-JSS014-Kidato IV,Provide basic English language services to the community,Apply principles of interpretation to provide simple authentic interpretations,"Interpret messages in informal contexts (e.g., family conversations and peer conversations) (from English to Kiswahili and vice versa)",Interpretation practice: Interpret messages in informal contexts,5,Discussion,Kuwaongoza Wanafunzi,Students are able to interpret messages in informal contexts accurately and confidently.,Worksheet|Dictionary|Recorded speech,"TET(2023), ENGLISH LANGUAGE SYLLABUS FOR ORDINARY SECONDARY EDUCATION, TET, DAR ES SALAAM","This lesson helps students to interpret messages in informal contexts, applying the basic principles of oral interpretation between English and Kiswahili.","Students learn that interpretation means conveying a spoken message from a source language into a target language accurately and immediately, while keeping the original meaning, tone and intent. They practise both consecutive interpretation (interpreting after the speaker pauses) and simple simultaneous interpretation in short, familiar contexts.","For example, when a speaker says in English 'Welcome to our school, please take your seats,' the student interprets it into Kiswahili as 'Karibuni shuleni kwetu, tafadhali kaeni,' keeping the same meaning and tone.","Interpretation skills help learners assist communication between English and Kiswahili speakers at school, in church or mosque gatherings, and in community meetings.","What is the main goal of interpretation?::To convey a spoken message accurately from one language into another while keeping its meaning.||Name the two types of interpretation practised in this lesson.::Consecutive interpretation and simultaneous interpretation.||Interpret this greeting into Kiswahili: 'Good morning, how are you?'::Habari za asubuhi, hujambo? (or an equivalent correct Kiswahili greeting).",
2023-JSS014-Kidato IV,Provide basic English language services to the community,Apply principles of interpretation to provide simple authentic interpretations,"Interpret messages in small formal settings (e.g., classroom and subject group discussions) (from English to Kiswahili and vice versa)",Interpretation practice: Interpret messages in small formal settings,5,Brainstorming,Kuwaongoza Wanafunzi,Students are able to interpret messages in small formal settings accurately and confidently.,Dictionary|Recorded speech|Bilingual word list,"TET(2023), ENGLISH LANGUAGE SYLLABUS FOR ORDINARY SECONDARY EDUCATION, TET, DAR ES SALAAM","This lesson helps students to interpret messages in small formal settings, applying the basic principles of oral interpretation between English and Kiswahili.","Students learn that interpretation means conveying a spoken message from a source language into a target language accurately and immediately, while keeping the original meaning, tone and intent. They practise both consecutive interpretation (interpreting after the speaker pauses) and simple simultaneous interpretation in short, familiar contexts.","For example, when a speaker says in English 'Welcome to our school, please take your seats,' the student interprets it into Kiswahili as 'Karibuni shuleni kwetu, tafadhali kaeni,' keeping the same meaning and tone.","Interpretation skills help learners assist communication between English and Kiswahili speakers at school, in church or mosque gatherings, and in community meetings.","What is the main goal of interpretation?::To convey a spoken message accurately from one language into another while keeping its meaning.||Name the two types of interpretation practised in this lesson.::Consecutive interpretation and simultaneous interpretation.||Interpret this greeting into Kiswahili: 'Good morning, how are you?'::Habari za asubuhi, hujambo? (or an equivalent correct Kiswahili greeting).",
2023-JSS014-Kidato IV,Provide basic English language services to the community,Apply principles of interpretation to provide simple authentic interpretations,"Interpret messages in large formal settings (e.g., church, mosque and meetings) (from English to Kiswahili and vice versa)",Interpretation practice: Interpret messages in large formal settings,4,Modelling,Kuwaongoza Wanafunzi,Students are able to interpret messages in large formal settings accurately and confidently.,Recorded speech|Bilingual word list|Worksheet,"TET(2023), ENGLISH LANGUAGE SYLLABUS FOR ORDINARY SECONDARY EDUCATION, TET, DAR ES SALAAM","This lesson helps students to interpret messages in large formal settings, applying the basic principles of oral interpretation between English and Kiswahili.","Students learn that interpretation means conveying a spoken message from a source language into a target language accurately and immediately, while keeping the original meaning, tone and intent. They practise both consecutive interpretation (interpreting after the speaker pauses) and simple simultaneous interpretation in short, familiar contexts.","For example, when a speaker says in English 'Welcome to our school, please take your seats,' the student interprets it into Kiswahili as 'Karibuni shuleni kwetu, tafadhali kaeni,' keeping the same meaning and tone.","Interpretation skills help learners assist communication between English and Kiswahili speakers at school, in church or mosque gatherings, and in community meetings.","What is the main goal of interpretation?::To convey a spoken message accurately from one language into another while keeping its meaning.||Name the two types of interpretation practised in this lesson.::Consecutive interpretation and simultaneous interpretation.||Interpret this greeting into Kiswahili: 'Good morning, how are you?'::Habari za asubuhi, hujambo? (or an equivalent correct Kiswahili greeting).",
2023-JSS014-Kidato IV,Provide basic English language services to the community,Apply principles of translation to produce simple authentic translation,Translate texts in contexts outside the school (from English to Kiswahili and vice versa),Translation practice: Translate texts in contexts outside the school,5,Discussion,Kuwaongoza Wanafunzi,Students are able to translate texts in contexts outside the school accurately and confidently.,Worksheet|Bilingual dictionary|Sample texts,"TET(2023), ENGLISH LANGUAGE SYLLABUS FOR ORDINARY SECONDARY EDUCATION, TET, DAR ES SALAAM","This lesson helps students to translate texts in contexts outside the school, applying the basic principles of written translation between English and Kiswahili.","Students learn that translation involves changing a written text from a source language into a target language while preserving its meaning, register and purpose. They study communicative translation techniques, which prioritise natural, meaningful expression over word-for-word conversion, and practise translating short texts.","For example, the English notice 'No entry without permission' is translated communicatively into Kiswahili as 'Hairuhusiwi kuingia bila kibali,' rather than a stiff word-for-word version.","Translation skills allow learners to make information such as notices, timetables and short documents accessible to both English and Kiswahili speakers in their community.","What is the difference between translation and interpretation?::Translation deals with written text, while interpretation deals with spoken language.||Translate the phrase 'Welcome to our school' into Kiswahili.::Karibu shuleni kwetu (or an equivalent correct translation).||Why should a translator avoid strict word-for-word translation?::Because it can produce unnatural or unclear meaning; communicative translation preserves the intended meaning better.",
2023-JSS014-Kidato IV,Provide basic English language services to the community,Apply principles of translation to produce simple authentic translation,"Translate a variety of short texts (e.g., advertisements and functional texts) (from English to Kiswahili and vice versa)",Translation practice: Translate a variety of short texts,5,Modelling,Kuwaongoza Wanafunzi,Students are able to translate a variety of short texts accurately and confidently.,Bilingual dictionary|Sample texts|Computer-assisted translation tool,"TET(2023), ENGLISH LANGUAGE SYLLABUS FOR ORDINARY SECONDARY EDUCATION, TET, DAR ES SALAAM","This lesson helps students to translate a variety of short texts, applying the basic principles of written translation between English and Kiswahili.","Students learn that translation involves changing a written text from a source language into a target language while preserving its meaning, register and purpose. They study communicative translation techniques, which prioritise natural, meaningful expression over word-for-word conversion, and practise translating short texts.","For example, the English notice 'No entry without permission' is translated communicatively into Kiswahili as 'Hairuhusiwi kuingia bila kibali,' rather than a stiff word-for-word version.","Translation skills allow learners to make information such as notices, timetables and short documents accessible to both English and Kiswahili speakers in their community.","What is the difference between translation and interpretation?::Translation deals with written text, while interpretation deals with spoken language.||Translate the phrase 'Welcome to our school' into Kiswahili.::Karibu shuleni kwetu (or an equivalent correct translation).||Why should a translator avoid strict word-for-word translation?::Because it can produce unnatural or unclear meaning; communicative translation preserves the intended meaning better.",
